SurveyID,SurveyTitle,ResponseID,Module Type,Training Level,Module Title,Tools Used,Certificate Of Attendance,(Estimated) male learners enrolled,(Estimated) female learners enrolled,(Estimated) non-binary learners enrolled,Number of learners cybersecurity self-trained,Students Successfully Completed,EduBackgroundLessThanHighschool,EduBackgroundHighSchoolDiploma,EduBackgroundCollegeNoDegree,EduBackgroundUndergraduate,EduBackgroundMaster,EduBackgroundPhD,EduBackgroundOther,People Reporting Improved Employment Situation,Recommendations For Best Practices,Recommendations For Expanding,Recommendations For Future Initiatives,Q15_Value,Q15_Text,Q16_Value,Q16_Text,Q17_Value,Q17_Text,Q18_Value,Q18_Text,Q19_Value,Q19_Text,Q20_Value,Q20_Text,Q21_Value,Q21_Text,Q22_Value,Q22_Text,Q23_Value,Q23_Text,Q24_Value,Q24_Text,Q25_Value,Q25_Text,Q26_Value,Q26_Text,Q27_Value,Q27_Text,Q28_Value,Q28_Text,Q29_Value,Q29_Text,Q30_Value,Q30_Text,Q31_Value,Q31_Text,Q32_Value,Q32_Text,Q33_Value,Q33_Text,Q34_Value,Q34_Text,Q35_Value,Q35_Text,Q36_Value,Q36_Text,Q37_Value,Q38_Value
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,99,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,,,,,,,,,7,7 - Extremely Relevant,6,6 - To a Large Extent,6,6 - Likely,9,9,,
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,139,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,,,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,Great!,
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,150,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,6,6 - Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,,,,,,,,,6,6 - Very Relevant,5,5 - To a Fairly Large Extent,5,5 - Slightly Likely,9,9,,
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,160,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,4,4 - Neutral,6,6 - Satisfied,6,6 - Satisfied,4,4 - Neutral,4,4 - Neutral,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,,,,,,,,,,,,,,,,,,,,,3,3 - Slightly Relevant,3,3 - To a Small Extent,4,4 - Neutral,7,7,"I didn't catch the part with explanation what this process is practical for, except for getting certificated for GDPR, so I had troubles following not knowing what it's used for.

 It focuses more on how to document procedures and how to use tool that will evaluate security based on that input, and less on more practical (and fun) things like examples of situations we can evaluate. It had a few example scenarios, but I would prefer to have more.",
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,166,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,5,5 - Somewhat Satisfied,6,6 - Satisfied,4,4 - Neutral,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,3,3 - Somewhat Dissatisfied,3,3 - Somewhat Dissatisfied,,,,,,,,,,,,,,,,,,,,,6,6 - Very Relevant,5,5 - To a Fairly Large Extent,4,4 - Neutral,9,9,,
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,197,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,,,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,290,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,,,,,,,,,7,7 - Extremely Relevant,6,6 - To a Large Extent,5,5 - Slightly Likely,8,8,,
28,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,523,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,,,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,,,,,,,,,3,3 - Slightly Relevant,2,2 - To a Very Small Extent,2,2 - Unlikely,5,5,,
29,Cyber Threat Intelligence and Threat Hunting in the Energy Domain,100,Seminar (S),Advanced,CSP006 - Cyber Threat Intelligence,ThreatGet,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,No comments. Everything was fine.,No comments. Everything was fine.,No comments. Everything was fine.,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,10,10 - Extremely likely,,
30,Risk management tools demonstration,114,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,3,3 - Somewhat Dissatisfied,2,2 - Dissatisfied,3,3 - Somewhat Dissatisfied,5,5 - Somewhat Satisfied,4,4 - Neutral,6,6 - Satisfied,6,6 - Satisfied,2,2 - Dissatisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,1,1 - Not Relevant at All,2,2 - To a Very Small Extent,1,1 - Extremely Unlikely,3,3,"It doesn't make much sense to present specific tools in such detail, as if they were user tutorials. It's far more effective to focus on explaining the underlying concepts. Once we understand the concepts, we can apply them to any tool, especially since we may end up using different tools for risk management.",
30,Risk management tools demonstration,116,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,2,2 - Dissatisfied,2,2 - Dissatisfied,3,3 - Somewhat Dissatisfied,4,4 - Neutral,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,4,4 - Neutral,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,6,6 - Very Relevant,3,3 - To a Small Extent,3,3 - Slightly Unlikely,8,8,,
30,Risk management tools demonstration,118,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,4,4 - Neutral,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,4,4 - Somewhat Relevant,4,4 - To a Moderate Extent,4,4 - Neutral,10,10 - Extremely likely,,
30,Risk management tools demonstration,119,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,5,5 - Moderately Relevant,4,4 - To a Moderate Extent,7,7 - Extremely Likely,8,8,,
30,Risk management tools demonstration,122,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,4,4 - Somewhat Relevant,6,6 - To a Large Extent,4,4 - Neutral,8,8,,
30,Risk management tools demonstration,124,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,4,4 - Neutral,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,4,4 - Somewhat Relevant,5,5 - To a Fairly Large Extent,4,4 - Neutral,8,8,,
30,Risk management tools demonstration,125,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,3,3 - Somewhat Dissatisfied,3,3 - Somewhat Dissatisfied,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,6,6 - Satisfied,5,5 - Somewhat Satisfied,4,4 - Neutral,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,3,3 - Slightly Relevant,2,2 - To a Very Small Extent,4,4 - Neutral,5,5,"For the purpose of this specific course, a well-defined case study would be interesting for us to better understand how to use the tools.",
30,Risk management tools demonstration,126,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,,,,,,,,,,,4,4 - Neutral,,,,,,,6,6 - Very Relevant,,,4,4 - Neutral,,,,
30,Risk management tools demonstration,128,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,9,9,,
30,Risk management tools demonstration,131,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
30,Risk management tools demonstration,134,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,3,3 - Somewhat Dissatisfied,3,3 - Somewhat Dissatisfied,7,7 - Very Satisfied,4,4 - Neutral,3,3 - Somewhat Dissatisfied,,,,,,,,,,,,,4,4 - Neutral,,,,,,,3,3 - Slightly Relevant,4,4 - To a Moderate Extent,3,3 - Slightly Unlikely,4,4,"Maybe it will be better if the focus of this lecture is more on overall skills instead of filling step by step tehnical skills. Also, it would be interesting to add section where instructor will talk about how do we choose which person with what knowledge will do which risk assignment. ",
30,Risk management tools demonstration,142,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,Great!,
30,Risk management tools demonstration,143,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
30,Risk management tools demonstration,148,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,5,5 - To a Fairly Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
30,Risk management tools demonstration,151,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,4,4 - Neutral,6,6 - Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,6,6 - Very Relevant,7,7 - To a Very Large Extent,6,6 - Likely,8,8,,
30,Risk management tools demonstration,153,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,2,2 - Dissatisfied,3,3 - Somewhat Dissatisfied,3,3 - Somewhat Dissatisfied,6,6 - Satisfied,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,1,1 - Strongly Dissatisfied,,,,,,,,,,,,,4,4 - Neutral,,,,,,,1,1 - Not Relevant at All,1,1 - Not at All,1,1 - Extremely Unlikely,3,3,"More interaction with the students. Less material that is explained better, because there was a lot of material on the slides and it was gone through really quickly so it was kinda useless.",The professor reads the material like we already know it. he doesnt really explain anything and just flies through the slides
30,Risk management tools demonstration,159,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,4,4 - Somewhat Relevant,6,6 - To a Large Extent,5,5 - Slightly Likely,8,8,"Separating the theory from the practical part of the session. It's somewhat redundant to explain the program through screenshots and then repeat that information through the practical showcase of the program. I think it would have been better if the theoretical concepts were explained through the practical part, or perhaps focusing on the theory and methodology in the theoretical part, rather than including screenshots of the program.",
30,Risk management tools demonstration,163,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,4,4 - Neutral,4,4 - Neutral,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,5,5 - Somewhat Satisfied,,,,,,,2,2 - Low Relevance ,3,3 - To a Small Extent,2,2 - Unlikely,3,3,"It focuses too much on the tool and how to use it, without me realizing why do I need it and how it would make processes safer (except for getting certified as company). It was interesting hearing about selected parts of ISO27001, and practical examples of it, making it easier to understand why it's there in the first place, but that was the small part of course. ",
30,Risk management tools demonstration,167,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,2,2 - Dissatisfied,7,7 - Very Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,3,3 - Somewhat Dissatisfied,4,4 - Neutral,,,,,,,,,,,,,3,3 - Somewhat Dissatisfied,,,,,,,2,2 - Low Relevance ,3,3 - To a Small Extent,2,2 - Unlikely,8,8,"The tools are very interesting, but for a short period it is a lot of information to digest.",
30,Risk management tools demonstration,170,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,,,,,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,9,9,,
30,Risk management tools demonstration,177,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,6,6 - To a Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
30,Risk management tools demonstration,207,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,5,5 - Moderately Relevant,5,5 - To a Fairly Large Extent,5,5 - Slightly Likely,9,9,,
30,Risk management tools demonstration,238,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,4,4 - Neutral,4,4 - Neutral,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,6,6 - Very Relevant,3,3 - To a Small Extent,6,6 - Likely,9,9,,
30,Risk management tools demonstration,252,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,5,5 - Somewhat Satisfied,3,3 - Somewhat Dissatisfied,3,3 - Somewhat Dissatisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,5,5 - Somewhat Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,3,3 - Slightly Relevant,5,5 - To a Fairly Large Extent,6,6 - Likely,6,6,The software slides and the approach could be a bit better and more interesting unfortynately,
30,Risk management tools demonstration,295,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,7,7 - Very Satisfied,4,4 - Neutral,3,3 - Somewhat Dissatisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,2,2 - Low Relevance ,2,2 - To a Very Small Extent,3,3 - Slightly Unlikely,7,7,,
30,Risk management tools demonstration,424,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,5,5 - Somewhat Satisfied,6,6 - Satisfied,6,6 - Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,6,6 - Very Relevant,6,6 - To a Large Extent,6,6 - Likely,7,7,-,-
30,Risk management tools demonstration,524,Workshop (W),Basic,CSP003 - Cybersecurity Risk Management and Governance,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,3,3 - Somewhat Dissatisfied,3,3 - Somewhat Dissatisfied,6,6 - Satisfied,6,6 - Satisfied,4,4 - Neutral,7,7 - Very Satisfied,7,7 - Very Satisfied,3,3 - Somewhat Dissatisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,1,1 - Not Relevant at All,3,3 - To a Small Extent,1,1 - Extremely Unlikely,0,,There was too much emphasis on the tools and the details about them. I think that a more abstract presentation would be more appropriate.,
31,Data Protection Impact Assessment,130,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
31,Data Protection Impact Assessment,135,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,5,5 - Moderately Relevant,4,4 - To a Moderate Extent,6,6 - Likely,9,9,,
31,Data Protection Impact Assessment,136,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,5,5 - Somewhat Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,6,6 - Very Relevant,5,5 - To a Fairly Large Extent,5,5 - Slightly Likely,10,10 - Extremely likely,,
31,Data Protection Impact Assessment,144,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,Great!,
31,Data Protection Impact Assessment,145,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,Great!,
31,Data Protection Impact Assessment,146,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,5,5 - To a Fairly Large Extent,4,4 - Neutral,9,9,,
31,Data Protection Impact Assessment,147,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,,,,,,,,,,,,,7,7 - Very Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,7,7 - Extremely Likely,10,10 - Extremely likely,,
31,Data Protection Impact Assessment,152,Workshop (W),Basic,CSP005 - Data Protection and Privacy Technologies,.,"Yes, only for full attendance",26,15,0,23,33,0,5,0,22,10,3,1,,None,None,None,6,6 - Satisfied,6,6 - Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,7,7 - Very Satisfied,7,7 - Very Satisfied,6,6 - Satisfied,,,,,,,,,,,,,6,6 - Satisfied,,,,,,,7,7 - Extremely Relevant,7,7 - To a Very Large Extent,6,6 - Likely,8,8,,
